type_id,sub_object,sub_object_code,object,object_code,character,character_code
3552,Welfare To Work,440121,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
3553,Fire Code Reinspection Fee,460673,Public Safety Service Charges,460,Charges For Services,460
3554,Lot 6 Parking,35228,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3555,Agricultural Inspection Fee,460681,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3556,Provision For Bad Debts-O-P,465810,Revenue Deductions,465,Charges For Services,460
3557,Indirect Cost Reimbursement,520010,Overhead,520,Overhead and Allocations,520
3558,OP Adj Hlthy Wkrs/Kids FC111,465871,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3559,Interest Earned-DedicPortfolio,430110,Interest,430,Interest & Investment Income,430
3560,GF-Coroner-Medical Examiner,581230,GF-Coroner-Medical Examiner,581230,Services Of Other Depts,SVCS_OTHER_DEPTS
3561,Saint Mary's Sq Garge-Commercl,435291,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3562,Cap-Urban Mass Transp Admin,441201,Fed-Transp-Transit-Captl Assis,441,Intergovernmental Rev-Federal,440
3563,Rail,560220,Equipment Purchase,EQUIP_PURCH,Capital Outlay,CAP_OUTLAY
3564,Ef-PUC-Water Charges,581064,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3565,GF-Real Estate Service,581860,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3566,OTO To 4D/GOB-Gen Oblig Bnd Fd,591280,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3567,"Ret Pickup, Misc (New)",470124,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
3568,GF-Emergency Communications,581350,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3569,Interpreters,526610,Court Fees & Oth Compensation,526,Non Personnel Services,521
3570,Paid Ballot Argument Fee,460149,General Government Services,460,Charges For Services,460
3571,ITI Fr 7A/SCC-CommunityCollege,495046,ITI Fr 7A/SCC-CommunityCollege,495046,IntraFund Transfers In,INTRAFD_TFR_IN
3572,Minor Video Equipment,549260,Other Materials & Supplies,549,Materials & Supplies,540
3573,Solid Waste Transfer Station,463539,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
3574,Const. In Progress Written-Off,578110,FA Ret.;Disposal & Writeoff,578,Other Expenses-Non Expend Type,575
3575,Workers Comp Expense,551100,Insurance,INSURANCE,Non-Personnel Services,NON_PERS_SVCS
3576,Data Processing Equip Rental,531110,Rents/Leases-Equipment,RENTLSE_EQUIP,Non-Personnel Services,NON_PERS_SVCS
3577,ITI Fr 2S/GTF-Gasoline Tax Fd,495007,ITI Fr 2S/GTF-Gasoline Tax Fd,495007,IntraFund Transfers In,INTRAFD_TFR_IN
3578,Child Support Offsetting Aid,479995,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
3579,PsychMedicareO-PContractualAdj,465822,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3580,Exp Rec Fr SF General Hospital (AAO),865HG,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3581,Veterans Services - State,445169,State-Public Assistance Admin,STATE_PUB_ASSIST_ADM,Intergovernmental: State,INTERGOV_REV_ST
3582,CodeEnforce-CityAttrnyLitigatn,461168,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3583,"Ret Pickup, Misc (New) Jul 2010",70124N,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
3584,Materials & Supp-1TimeItemsBud,540010,Materials/Supplies Budget Only,MTL_SUPP_BUD,Materials & Supplies,MTL_SUPP
3585,Hosptl-RentsConcesCafetriaSale,475302,CHN-Other Operating Revenue,CHN_OTH_OPER_REV,Other Revenues,OTH_REV
3586,Transportation Services,527030,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
3587,Auto Mileage,523010,Employee Expenses,EMPL_EXP,Non-Personnel Services,NON_PERS_SVCS
3588,BldgsStructures&ImprovementExp,563201,Buildings: Structure/Improvmnt,BLDS_STRC_IMPRV,Capitalized Expenditures,CAP_EXP
3589,Veterans Building Event Rent,435542,Cultural Facilities - Rentals,CULT_FAC_RENT,Rents & Concessions,RENTS_CONCESSIONS
3590,Allocated Chrgs-Spec Sources,579990,Other Expenses-Non Expend Type,579,Overhead and Allocations,520
3591,Mia Net Revenue,65908,Net Patient Revenue,465,Charges For Services,460
3592,Fed Milk & Food Program,444925,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
3593,Court Facilities Payment,552440,Taxes: Licenses/Permits,TAX_LIC_PERM,Non-Personnel Services,NON_PERS_SVCS
3594,HB OP Self-pay FC4,465344,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3595,GF-Chs-Toxic Waste&Haz Mat Svc,581580,GF-Chs-Toxic Waste&Haz Mat Svc,581580,Services Of Other Depts,SVCS_OTHER_DEPTS
3596,MTA Overhead Cost Recovery,579050,Other Expenses-Non Expend Type,579,Overhead and Allocations,520
3597,Short-DyleMedi-Cal O-PGrssChrg,465304,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3598,Sr-DPW-Engineering (Cap),581340,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3599,GF-Rec & Park-Gardener,581880,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3600,OTI Fr 2S/CHS-Comm Health Svcs,493006,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
3601,Con-Fin Systems Replacement Pr,581290,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3602,Exp Rec Fr City Planning (AAO),486230,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3603,RetremntPretaxPlus-CityFireNew,470196,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
3604,Extended Sick Leave Benefits,536530,Extended Sick Leave Benefits,536530,Aid Assistance,AID_ASSIST
3605,Medical Supplies,544410,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
3606,OCII Pmt To OCA - OLSE,536920,OCII Payments to City Dept,OCII_PMTS_CITY_DEPT,Non-Personnel Services,NON_PERS_SVCS
3607,Exp Rec-Unalloc NonAAO Fd-Bdgt,487290,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
3608,TTX - Escrow Fees,460166,General Government Services,460,Charges For Services,460
3609,Damages-Park Meters,460805,Highway Service Charges,460,Charges For Services,460
3610,Other Taxi Permit Renewal Fees,420233,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
3611,Mission Bartlett Garage,435213,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3612,Exp Rec Fr Juvenile Court AAO,486420,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3613,Discount Lost,535830,Other Current Expenses,OTH_CURR_EXP,Non-Personnel Services,NON_PERS_SVCS
3614,Telephone Chrgs-Non Work Order,532410,Other Current Expenses,535,Non Personnel Services,521
3615,Pharmacy Co-Payments,465909,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
3616,Abandoned Vehicle Fee,460688,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3617,Fringe-Short-Long TermDisbPlan,473205,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
3618,Polk Bush Retail,435284,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3619,Sewer Svcs - Municipal,463106,Sanitation Service Charges,463,Charges For Services,460
3620,Exp Rec Fr City Planning (AAO),865CP,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3621,"Fringe-Hlth City Share, Plan6:Healthnet",73176,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3622,Central Permit Bureau Fee,461112,Planning & Engineering Svcs,461,Charges For Services,460
3623,Interest Earned - Loans-Leases,430130,Interest,INTEREST,Interest & Investment Income,INT_INV_INC
3624,Managed Care - Medi-Cal-I-PAdj,465812,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3625,Foster Care (Fed-Admin),440138,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3626,Medical-Health Plan Providers,556150,Hlth Svc Fnd-Hmo;Dentl & Disab,557,Fiduciary-Benefit Payments,555
3627,EnterpriseZoneAdminFeeRecovery,460151,General Government Services,460,Charges For Services,460
3628,Fire Residential Inspectn Fee,460679,Public Safety Service Charges,460,Charges For Services,460
3629,Report Of Residentl Recrd Fee,461185,Planning & Engineering Svcs,461,Charges For Services,460
3630,Interest Earned-Tax Refund,430170,Interest,430,Interest & Investment Income,430
3631,Healthy SF W-Hcci-O-PGrossChrg,465228,Inpatient Revenues,465,Charges For Services,460
3632,Resale Of Electricity,533120,Power for Resale,POWER_RESALE,Non-Personnel Services,NON_PERS_SVCS
3633,Exp Rec Fr Fine Arts Museum (Non-AAO),875FA,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3634,Short-Doyle Medi-Cal,445416,State-Health Programs,445,Intergovernmental Rev-State,445
3635,Air Travel - Employees,521030,Travel,521,Non Personnel Services,521
3636,Fire Water Flow Request Fee,460664,Public Safety Service Charges,460,Charges For Services,460
3637,GF-District Attorney,581320,GF-District Attorney,581320,Services Of Other Depts,SVCS_OTHER_DEPTS
3638,Admin Costs-CCSF-Active,473257,Health Svc Fund-Emp Contr Acti,HLTH_SVC_FUND_EMP_CN,Charges for Services,CHGS_FOR_SERVICES
3639,Strong Mo Pro Fe,460645,Public Safety Service Charges,460,Charges For Services,460
3640,Misc-Sick Pay,501020,Permanent Salaries-Misc,501,Salaries,501
3641,Prisoner Institutional Items,549810,Other Materials & Supplies,549,Materials & Supplies,540
3642,Damages to Street Lights,60806,Highway Service Charges,460,Charges For Services,460
3643,Photo Center Fees,462681,Rec & Park-Service Charges,462,Charges For Services,460
3644,Planning-Categorcl Exemptn Fee,460157,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3645,ITO To 7S-ROF-Redev Oblig Fd,595330,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3646,Taxi New Driver Permits,420234,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
3647,Exp Rec Fr Law Library (AAO),486440,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3648,Gas And Steam,533310,Power For Resale,533,Non Personnel Services,521
3649,Rental From Non-Profit Garages,435281,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3650,Equip Usage - Ship,475942,Port-Other Non-Operating Rev,PORT_OTH_NONOP_REV,Other Revenues,OTH_REV
3651,Medical Waste-Specialty Clinics,63555,Public Health Charges,463,Charges For Services,460
3652,Diversion Fees,460103,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3653,Interest Revenue-Public Administrator,60137,General Government Services,460,Charges For Services,460
3654,Managed Care - Medicare-I-PAdj,465834,Revenue Deductions,465,Charges For Services,460
3655,COI - Other Short Term Debt,527240,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
3656,Dockage - Cruise Services,464510,Port - Cruise Services,PORT_CRUISE_SVCS,Charges for Services,CHGS_FOR_SERVICES
3657,CbfrsChldAbsePreventnCfda93590,440167,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3658,Delinquent Library Fee Collect,462521,Library Services,LIB_SVC,Charges for Services,CHGS_FOR_SERVICES
3659,IHSSPublcAuthrtyTitleXixShare,440211,Federal - Pub Assistance Prog,FED_PUB_ASS_PROG,Intergovernmental: Federal,INTER_REV_FED
3660,Proceeds Fr Sales Of TaxCredit,476201,Proceed Fr Sale-Othr City Prop,476,Other Revenues,475
3661,Private Grants,478201,Private Grants,478,Other Revenues,475
3662,Overtime - Scheduled Misc,511010,Permanent Salaries-Misc,501,Salaries,501
3663,Rebate Prog-Water Conservation,538200,Rebate Prog-Water Conservation,538200,City Grant Program,CITY_GR_PROG
3664,Overtime - Unsched Misc,511060,Permanent Salaries-Misc,501,Salaries,501
3665,Interest Earned - Pooled Cash,430150,Interest,430,Interest & Investment Income,430
3666,OCII Payments-DPW-Constr Mgmt,536990,OCII Payments to City Dept,OCII_PMTS_CITY_DEPT,Non-Personnel Services,NON_PERS_SVCS
3667,OTI Fr 5O-Taxi Commission Fund,493033,Other Operating Transfers In,493,Operating Transfers In,491
3668,Sciap (Specialized Care) Svcs,536180,Aid Assistance,536,Aid Assistance,536
3669,Seventh & Harrison Lot,435217,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3670,OTO To 2S/CFC-Continuing Proj,591091,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3671,ITI Fr 5X - Parking Garages Fd,495031,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
3672,Overtime - Unsched Misc,511060,Overtime,OVERTIME,Salaries,SALARIES
3673,Ers Retirement Allowances,555110,Retirement Trust Fund,555,Fiduciary-Benefit Payments,555
3674,OTI Fr 2S/CFC-Childrn&Famil Fd,493015,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
3675,SFERS-RetireHlthRevRetirmntSys,473227,Health Svc Fnd-Empl Contr-Reti,HLTH_SVC_FUND_EM_RT,Charges for Services,CHGS_FOR_SERVICES
3676,Illegal Taxi Vehicle Enforcement Fines,25307,Other Non-Court Fines,425,Fines; Forfeitures & Penalties,425
3677,Building Standards Fees,461164,Planning & Engineering Svcs,461,Charges For Services,460
3678,Cti Fr 1G-General Fund,492001,Contribution Transfers In,492,Operating Transfers In,491
3679,SFWD-Property Tax Reimbs,439151,SFWD - Others,SFWD_OTHER,Rents & Concessions,RENTS_CONCESSIONS
3680,Retiree Contrib-USD-Medical,473242,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
3681,PB OP MCal FC107,465667,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3682,Airline Landing Fees,467111,SFO-Flight Operations,SFO_FLGHT_OPS,Charges for Services,CHGS_FOR_SERVICES
3683,GF-HR-Employee Relations,581480,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3684,Steam Franchise,420640,Franchises,FRANCHISES,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3685,Refund Of Py Eraf Payments,476311,Refunds of Prior Year Payments,REF_PY_PMT,Other Revenues,OTH_REV
3686,Civic Design Fee - Arts Comssn,460127,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3687,Rentl-South Term T1 (Non-Air),437214,SFO-Passenger Terminal Rental,437,Rents & Concessions,435
3688,Exp Rec Fr CON-Internal Audit (AAO),865C4,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3689,Env Hlth Consultation,463574,Public Health Charges,463,Charges For Services,460
3690,Davies Symphony Hall Rental,435531,Cultural Facilities - Rentals,CULT_FAC_RENT,Rents & Concessions,RENTS_CONCESSIONS
3691,Redemption Fee,460168,General Government Services,460,Charges For Services,460
3692,Is-GSA-Flet Pol-CarsHRe Vehcle,581810,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3693,OTI Fr 7E/GIF-Gift Funds,493043,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
3694,Suspense Account Expenditures,535999,Other Current Expenses,OTH_CURR_EXP,Non-Personnel Services,NON_PERS_SVCS
3695,Discount On Issuance Of Debts,508610,Discount on Debts Issuance,07D,Other Financing Uses,571
3696,Food,546990,Food,FOOD,Materials & Supplies,MTL_SUPP
3697,Health Pretax - City Plan,473101,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3698,Retiree's City Subsidy,73215,Hlth Srv Fnd-Empl Contr-Retire,469,Charges For Services,460
3699,Hlthy SF W-Out Hcci-C-A-I-PAdj,465859,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3700,TransferOfAsset To FiscalAgent,554510,Other Fixed Charges,554,Non Personnel Services,521
3701,Employee PosttaxCityPlan-Cobra,473300,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
3702,Sewer Svic-Low-Inc Subsidized,463105,Sanitation Svc Charges,SANIT_SVC_CHG,Charges for Services,CHGS_FOR_SERVICES
3703,Transportation Services,527030,Profess & Specialized Svcs,527,Non Personnel Services,521
3704,Interest Earned-Non PooledCash,430140,Interest,INTEREST,Interest & Investment Income,INT_INV_INC
3705,Exp Rec Fr Airport (Non-AAO),875AC,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3706,Campaign Disclosure Fines,425510,Ethics Fines,425,Fines; Forfeitures & Penalties,425
3707,Training - Budget,522000,Training,TRAINING,Non-Personnel Services,NON_PERS_SVCS
3708,GF-War Memorial,581062,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3709,Consumer Protect Applicatn Fee,420110,Business Health Licenses,BUS_HLTH_LIC,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3710,Street Numbers,461110,Planning & Engineering Svcs,461,Charges For Services,460
3711,Workers' Comp-Rehab Payments,05115,Insurance,551,Non Personnel Services,521
3712,CARES CRF Federal Passthrough,443212,Federal-CARES Act,FED_CARES_ACT,Intergovernmental: Federal,INTER_REV_FED
3713,ISF Rec Fr County Ag/Wts & Measures(AAO),860AW,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3714,Bos - Planning Appeal Surchrge,460147,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3715,Dental-CityPkupPlan-5Deltacare,473221,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
3716,Psych Medicare E-R Gross Chrg,465409,Emergency Room Revenues,EMERG_RM_REV,Charges for Services,CHGS_FOR_SERVICES
3717,Exp Rec From Mohcd,865MO,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3718,SFGH Campus Garage,435227,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3719,Other Patient Net Revenue,465907,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
3720,Rentals-Kezar Stadium,435342,Rec & Park - Rentals,435,Rents & Concessions,435
3721,Misc Dpt (AAO)-Discontinued,581990,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3722,OTO To 5M-MTA Transit Funds,591340,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3723,Books,560310,Equipment Purchase,560,Capital Outlay,560
3724,Farmers Market Fee,460684,Public Safety Service Charges,460,Charges For Services,460
3725,Prop 99 - Tobacco Tax - Ab75,445414,State-Health Programs,445,Intergovernmental Rev-State,445
3726,Other Safety Expenses,545990,Safety,SAFETY,Materials & Supplies,MTL_SUPP
3727,Calwin (Fed Admin),440107,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
3728,EXP REC Fr HomelessnessSvcsAAO,486195,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3729,Business Registration Tax,411310,Registration Tax,411,Business Taxes,411
3730,Local Community Correctn-Ab109,448920,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
3731,Water Fines,425122,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
3732,Provision For Bad Debts-O-P,465810,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3733,Low Carbon Transit Offst Lctop,447501,State-Cap & Trade Funded Prog,447,Intergovernmental Rev-State,445
3734,Worker'S Comp I-P Gross Charge,465211,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3735,Dental-Misc Employee,556400,HtlhSvcFnd-City Hlth Plan Ex,HLTH_SVC_CITY_HLTH_P,Fiduciary-Benefit Payments,FID_BEN_PMT
3736,Workstations -Special Purchase,560970,Equipment Purchase,560,Capital Outlay,560
3737,Concession-Gifts & Merchandise,437521,SFO - News: Tobacco & Gifts,SFO_NEWS_TOB_GIFT,Rents & Concessions,RENTS_CONCESSIONS
3738,GF-DHR-Mta Prop E Services,581610,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3739,Increasing Revolving Fund,554610,Other Fixed Charges,OTH_FIX_CHGS,Non-Personnel Services,NON_PERS_SVCS
3740,Fire Code Reinspection Fee,460673,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3741,Post-Adoptive Servs (Adoption Incentive),40159,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3742,Other State-Publc Asstnce Prog,445299,State-Public Assistance Progra,STATE_PUB_ASSIST_PRO,Intergovernmental: State,INTERGOV_REV_ST
3743,Freight-Delivery,535210,Other Current Expenses,535,Non Personnel Services,521
3744,ReallocSourAmgProj-CleanupOnly,479904,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
3745,Proceeds From RefundingOfBond,480121,Proceed from Long-Term Debts,PRCD_LT_DEBT,Other Financing Sources,OTH_FIN_SRCS
3746,Platform-Performance Incentive,503080,Permanent Salaries-Misc,501,Salaries,501
3747,Miscellaneous Terminal Fees,477933,SFO-Miscellaneous,477,Other Revenues,475
3748,Berth & Mooring Fees - East,462672,Rec & Park Service Charges,REC_PARK_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3749,Rrp-Rca(Fed-Admin),440137,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3750,Retirement City Adjustment,01310,Retirement,513,Mandatory Fringe Benefits,513
3751,Ssa-SSI Foster Care Reimb,440222,Federal-Public Assistance Prog,440,Intergovernmental Rev-Federal,440
3752,ITI Fr 2S/GOL-Golf Fund,495009,ITI Fr 2S/GOL-Golf Fund,495009,IntraFund Transfers In,INTRAFD_TFR_IN
3753,Medicare,465103,Hospital Service Charges,HOSP_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3754,Application Extension Fee,461105,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3755,Adult Protective Svcs-Ab118,445701,State-Health & Human Services,445,Intergovernmental Rev-State,445
3756,Commercial Power Service,475890,Port-Power,475,Other Revenues,475
3757,Services To Other Govt Agencie,479751,Custom Work/Svc-Oth Govt Agenc,CUST_WKSVC_OTH_GOVAG,Other Revenues,OTH_REV
3758,Travel Costs Paid To Employees,521010,Travel,TRAVEL,Non-Personnel Services,NON_PERS_SVCS
3759,Other Medical Services,527890,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
3760,Retirement Non-City (Pers),513090,Retirement,513,Mandatory Fringe Benefits,513
3761,HlthPretaxDependntCareProgDcap,473150,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
3762,Payroll Tax,411110,Payroll Taxes,PAYROLL_TAX,Business Taxes,BUS_TAX
3763,Misc Revenue-Controller,460142,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3764,Notices,461108,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3765,OTOto3C-Sif-Strt ImpvtCapPrjFd,591250,Other Operating Transfers Out,593,Operating Transfers Out,591
3766,PB IP Other MCal Mgd FC109,465569,PB Inpatient Revenue,PB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3767,Hlthy SF W-Out Hcci-C-A-O-PAdj,465860,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3768,SSI/SSP CAPI Interim Asstnce Reimbursemt,79981,Other Non-Operating Revenues,479,Other Revenues,475
3769,Adoptions(State-Aid),445203,State-Public Assistance Progra,STATE_PUB_ASSIST_PRO,Intergovernmental: State,INTERGOV_REV_ST
3770,Exp Rec Fr Hetch Hetchy (AAO),486750,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3771,PUC Sewer Service Charges,581063,PUC Sewer Service Charges,581063,Services Of Other Depts,SVCS_OTHER_DEPTS
3772,Ef-Port Commission,581800,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3773,Exp Rec Fr Public TransprtnAAO,486550,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3774,Emerg Assist-FC Aid-State Shre,445210,State-Public Assistance Progra,STATE_PUB_ASSIST_PRO,Intergovernmental: State,INTERGOV_REV_ST
3775,OTO To 2S-T&C-Transprtn&Comrce,591200,Other Operating Transfers Out,593,Operating Transfers Out,591
3776,Interest Earned Adjustment,430199,Interest,INTEREST,Interest & Investment Income,INT_INV_INC
3777,Red Light Fine-Camera Violtion,425111,Traffic Fines,425,Fines; Forfeitures & Penalties,425
3778,Sr-DPW-Geog. Information Sys,581072,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3779,CalWorks Eligibility,440131,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3780,OCA-Labor Standard Enforcement,581780,OCA-Labor Standard Enforcement,581780,Services Of Other Depts,SVCS_OTHER_DEPTS
3781,Public Defender Fees,460118,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3782,State Alcohol Funds,445413,State-Health Programs,445,Intergovernmental Rev-State,445
3783,Polk-Bush Garage,435216,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3784,Exp Rec Fr ADM (Non-AAO),875CA,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3785,OTO To 5W-Water Department Fd,591400,Other Operating Transfers Out,593,Operating Transfers Out,591
3786,Sr-DPW-Construction Mgmt,581075,Sr-DPW-Construction Mgmt,581075,Services Of Other Depts,SVCS_OTHER_DEPTS
3787,Motor Vehicle Fuel Tax,446211,State-Highway Users Tax,446,Intergovernmental Rev-State,445
3788,Clf Csbg-Hr - Spmp Revenue,440108,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3789,Penalty-Alcohol TestingForDui,425175,Traffic Fines,425,Fines; Forfeitures & Penalties,425
3790,Admission-Recreation Facilts,462611,Rec & Park-Service Charges,462,Charges For Services,460
3791,ITI Fr 5P-Port Commission Fd,495028,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
3792,ITO To 6I-TIF-DTIS-Telcom&Info,595320,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3793,Wharfage - Cruise Services,464530,Port-Cruise Services,464,Charges For Services,460
3794,Spay/Neuter Deposit,60504,Humane Services,460,Charges For Services,460
3795,Managed Care C-A-Other-O-P Adj,465855,Revenue Deductions,465,Charges For Services,460
3796,HlthReimb-FlexSpending-Medical,473161,Health Serv Fund-Emply Contrib,469,Charges For Services,460
