program_id,program,program_code,department,department_code,organization_group,organization_group_code,related_govt_units
916,SFGH - Ambu Care - Methadone Clinic,D3C,DPH Public Health,DPH,Community Health,4,No
917,Disability Access,FAV,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
918,Medical Examiner - Medical Services,ASM,ADM Gen Svcs Agency-City Admin,ADM,Public Protection,1,No
919,Disaster Recovery,RCVY,RNT Rent Arbitration Board,RNT,Human Welfare & Neighborhood Development,3,No
920,Children's Baseline,FAL,USD County Education Office,USD,Human Welfare & Neighborhood Development,3,No
921,Administration,ASC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
922,Juvenile Hall,AKE,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
923,Capital Programs & Construction,BE7,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
924,Wastewater Treatment,BDC,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
925,Street Use Management,BAT,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
926,S E Community Facility,BAB,ART Arts Commission,ART,Culture & Recreation,5,No
927,Hetch Hetchy Capital Projects,BCP,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
928,No Program Defined,XXX,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
929,SFPD-Crime Photo Labs-Cri,ACJ,POL Police,POL,Public Protection,1,No
930,Technology-COIT Funded,TECHC,POL Police,POL,Public Protection,1,No
931,Commission On Status Of Women,CAE,WOM Status Of Women,WOM,Human Welfare & Neighborhood Development,3,No
932,No Program Defined,XXX,LIB Public Library,LIB,Culture & Recreation,5,No
933,MRD-Construction Division (Const),BEK,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
934,Capital-CPC Funded,CAPCP,SHF Sheriff,SHF,Public Protection,1,No
935,General City Responsibilities,FCZ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
936,Solar Power Program,BK8,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
937,Capital,CAP,LIB Public Library,LIB,Culture & Recreation,5,No
938,General Management,BCR,HRD Human Resources,HRD,General Administration & Finance,6,No
939,Public Policy & Finance,FEY,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
940,Capital,CAP,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
941,Water Capital Projects,BCI,CPC City Planning,CPC,General Administration & Finance,6,No
942,Green Building,CIR,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
943,No Program Defined,XXX,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
944,Work Orders & Grants,AIE,ADP Adult Probation,ADP,Public Protection,1,No
945,Mapping,BA6,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
946,Children's Svcs - Non - Children's Fund,CAQ,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
947,Parking & Traffic,BE2,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
948,Parking & Traffic,BE2,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
949,Customer Services,BCE,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
950,Disability Access,FAV,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
951,Log Cabin Ranch,AKF,JUV Juvenile Probation,JUV,Public Protection,1,No
952,Payroll And Personnel Services,FDC,CON Controller,CON,General Administration & Finance,6,No
953,Wastewater Capital Projects,BDP,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
954,Workforce Training,BL1,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
955,Administration,BE1,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
956,Superior Court Services,AMF,CRT Superior Court,CRT,Public Protection,1,Yes
957,Facilites,EGH,LIB Public Library,LIB,Culture & Recreation,5,No
958,Ethics Commission,FET,ETH Ethics Commission,ETH,General Administration & Finance,6,No
959,Technology,TECH,DAT District Attorney,DAT,Public Protection,1,No
960,Capital,CAP,ADM GSA - City Administrator,ADM,General Administration & Finance,6,No
961,Domestic Violence,CAZ,WOM Status Of Women,WOM,Human Welfare & Neighborhood Development,3,No
962,Departmental Fund Transfer,BZZ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
963,Operating,OPR,DEM Emergency Management,DEM,Public Protection,1,No
964,Children's Baseline,FAL,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
965,Capital,CAP,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
966,Management Control,ACS,POL Police,POL,Public Protection,1,No
967,Operations And Administration,ACM,POL Police,POL,Public Protection,1,No
968,City Capital Projects,BAW,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
969,Office Of Short-Term Rentals,FSR,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
970,Capital-CPC Funded,CAPCP,DPH Public Health,DPH,Community Health,4,No
971,Technology,TECH,HSA Human Services Agency,HSA,Human Welfare & Neighborhood Development,3,No
972,Vehicle Theft Abatement,AC2,POL Police,POL,Public Protection,1,No
973,No Program,No Program Code,DEM Emergency Management,DEM,Public Protection,1,No
974,No Program,No Program Code,CPC City Planning,CPC,General Administration & Finance,6,No
975,Living Wage / Living Health (Mco/Hcao),FFB,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
976,Water Supply & Power Operations,BCB,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
977,Urban Forestry,ECJ,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
978,Rent Board,CCC,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
979,Investigations,FCU,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
980,No Program Defined,XXX,HRD Human Resources,HRD,General Administration & Finance,6,No
981,SFGH,DEY,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
982,Administration,BIU,DT GSA - Technology,TIS,General Administration & Finance,6,No
983,No Program,No Program Code,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
984,Disaster Recovery,RCVY,DT  GSA - Technology,TIS,General Administration & Finance,6,No
985,Administration,BDA,DT GSA - Technology,TIS,General Administration & Finance,6,No
986,City Services Auditor,FDO,CON Controller,CON,General Administration & Finance,6,No
987,Parks,EAP,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
988,Real Estate Services,FFI,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
989,Capital-CPC Funded,CAPCP,SCI Academy of Sciences,SCI,Culture & Recreation,5,No
990,Grant Services,AKI,SHF Sheriff,SHF,Public Protection,1,No
991,Parks,EAP,CPC City Planning,CPC,General Administration & Finance,6,No
992,Strategic Planning/Compliance,BCV,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
993,Technology Services:Public Safety,BTO,DT GSA - Technology,TIS,General Administration & Finance,6,No
994,MRD-Construction Division (Const),BEK,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
995,Real Estate Services,FFI,DT GSA - Technology,TIS,General Administration & Finance,6,No
996,City Capital Projects,BAW,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
997,City Capital Projects,BAW,SHF Sheriff,SHF,Public Protection,1,No
998,Rail & Bus Services,BEN,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
999,General Management,BCR,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1000,Safe Contract,ACG,POL Police,POL,Public Protection,1,No
1001,Water Supply & Power Operations,BCB,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1002,DPW Bureau Overhead Program,BX2,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1003,Wastewater Capital Projects,BDP,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1004,Capital Asset Planning,FAU,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1005,Jail Programs,AKH,SHF Sheriff,SHF,Public Protection,1,No
1006,Capital,CAP,SHF Sheriff,SHF,Public Protection,1,No
1007,Operating,OPR,CPC City Planning,CPC,General Administration & Finance,6,No
1008,Water Capital Projects,BCI,ART Arts Commission,ART,Culture & Recreation,5,No
1009,Ceta Administration-Mayor,CGB,MYR Mayor,MYR,General Administration & Finance,6,No
1010,No Program Defined,AXX,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1011,Neighborhood Beautification,FER,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1012,Water Facilities Maintenance Projects,BCJ,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1013,MRD-Construction Division (Const),BEK,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1014,Hetch Hetchy Capital Projects,BCP,ART Arts Commission,ART,Culture & Recreation,5,No
1015,Log Cabin Ranch,AKF,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1016,Architecture,BAM,ART Arts Commission,ART,Culture & Recreation,5,No
1017,Mental Health - Emergency Care,DBF,DPH Public Health,DPH,Community Health,4,No
1018,PUC Land Management,BCZ,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1019,Administration,BDA,HHP CleanPowerSF,CLP,"Public Works, Transportation & Commerce",2,No
1020,Police Airport Bureau Non-Personnel Cost,BGR,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1021,Business Tax Fund,FCO,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1022,Disaster Recovery,RCVY,CPC City Planning,CPC,General Administration & Finance,6,No
1023,Operating,OPR,BOA Board of Appeals,BOA,"Public Works, Transportation & Commerce",2,No
1024,Real Estate Work Orders,FDN,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1025,Federal Transportation Security,AC6,POL Police,POL,Public Protection,1,No
1026,Disaster Recovery,RCVY,BOA Board of Appeals,BOA,"Public Works, Transportation & Commerce",2,No
1027,Vehicle & Equipment Main & Fueling,FFJ,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1028,Health Service System,FEE,HSS Health Service System,HSS,General Administration & Finance,6,Yes
1029,Grants For The Arts,EEU,ART Arts Commission,ART,Culture & Recreation,5,No
1030,Pop Growth Gf Alloc Capital Projects,BE8,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1031,Departmental Fund Transfer,BZZ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1032,Parking & Traffic,BE2,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1033,SFGH - Long Term Care - Rf Psychiatry,D6P,DPH Public Health,DPH,Community Health,4,No
1034,Office Of Citizen Complaints,ACV,POL Police,POL,Public Protection,1,No
1035,Capital Projects,ECS,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1036,Security Services,AFT,SHF Sheriff,SHF,Public Protection,1,No
1037,General Management,BCR,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1038,Probation Services,AKC,JUV Juvenile Probation,JUV,Public Protection,1,No
1039,Operating,OPR,USD County Education Office,USD,Human Welfare & Neighborhood Development,3,Yes
1040,Community Investments,EEY,ART Arts Commission,ART,Culture & Recreation,5,No
1041,Treasure Island,BK6,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1042,Operating,OPR,CRT Superior Court,CRT,Public Protection,1,Yes
1043,No Program Defined,XXX,DPH Public Health,DPH,Community Health,4,No
1044,Maintenance,BKY,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1045,Public Finance,FFG,MYR Mayor,MYR,General Administration & Finance,6,No
1046,Hiv Health Services,DPA,DPH Public Health,DPH,Community Health,4,No
1047,SFGH - Ambu Care - Methadone Grant,D3G,DPH Public Health,DPH,Community Health,4,No
1048,Operating,OPR,DPH Public Health,DPH,Community Health,4,No
1049,Operating,OPR,SDA Sheriff Accountability OIG,SDA,Public Protection,1,No
1050,Disaster Recovery,RCVY,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1051,Capital,CAP,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
1052,City Capital Projects,BAW,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1053,Child Support Services Program,CAF,CSS Child Support Services,CSS,Human Welfare & Neighborhood Development,3,No
1054,No Program Defined,NKEY,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,Yes
1055,No Program Defined,AXX,POL Police,POL,Public Protection,1,No
1056,Capital,CAP,DPA Police Accountabilty,DPA,Public Protection,1,No
1057,Neighborhood Services,EAE,CAT City Attorney,CAT,General Administration & Finance,6,No
1058,District Attorney Child Support Services,AMS,CRT Superior Court,CRT,Public Protection,1,No
1059,Neighborhood Services,EAE,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1060,Public Finance,FFG,CON Controller,CON,General Administration & Finance,6,No
1061,Energy Conservation,BCN,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1062,Maintenance,BKY,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1063,Maintenance,BGC,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1064,Citywide Facilities,ECR,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1065,Capital-CPC Funded,CAPCP,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1066,No Program Defined,XXX,REG Elections,REG,General Administration & Finance,6,No
1067,Technology,TECH,DPH Public Health,DPH,Community Health,4,No
1068,Public Policy & Finance,FEY,MYR Mayor,MYR,General Administration & Finance,6,No
1069,Emergency Management - Emsa,BIZ,DEM Emergency Management,ECD,Public Protection,1,No
1070,Operating,OPR,SHF Sheriff,SHF,Public Protection,1,No
1071,Transactions,FD8,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1072,S E Community Facility,BAB,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1073,Operating,OPR,BOS Board of Supervisors,BOS,General Administration & Finance,6,No
1074,Environmental Regulation And Management,BAY,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1075,Turf Management,EAB,ART Arts Commission,ART,Culture & Recreation,5,No
1076,Community Investment,FAB,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1077,No Program Defined,CXX,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1078,Water Treatment,BDM,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1079,Emergency Services Agency,DPE,DPH Public Health,DPH,Community Health,4,No
1080,Community Investment,FAB,MYR Mayor,MYR,General Administration & Finance,6,No
1081,No Program Defined,NKEY,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1082,Disaster Recovery,RCVY,WAR War Memorial,WAR,Culture & Recreation,5,No
1083,Administrative,ADMIN,GEN General City / Unallocated,GEN,General City Responsibilities,7,Yes
1084,Assessor & Assessment Appeals,FCJ,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1085,No Program Defined,NKEY,FIR Fire Department,FIR,Public Protection,1,No
1086,No Program Defined,XXX,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,Yes
1087,Community Partnerships And Programming,EGF,LIB Public Library,LIB,Culture & Recreation,5,No
1088,Accounting Operations,FDG,CON Controller,CON,General Administration & Finance,6,No
1279,Wastewater Capital Projects,BDP,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1089,Public Administrator,CIH,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,Yes
1090,No Program Defined,XXX,RNT Rent Arbitration Board,RNT,Human Welfare & Neighborhood Development,3,No
1091,Work Order Services,AEH,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1092,Children's Svcs - Non - Children's Fund,CAQ,JUV Juvenile Probation,JUV,Public Protection,1,No
1093,No Program,No Program Code,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1094,Wastewater Collection,BDE,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1095,No Program Defined,EXX,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1096,Gay/Lesbian Community Center,FGL,MYR Mayor,MYR,General Administration & Finance,6,No
1097,Community Health/Support Service,DCH,HSS Health Service System,HSS,General Administration & Finance,6,Yes
1098,Grants For The Arts,FEQ,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1099,Children's Baseline,FAL,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1100,No Program Defined,NKEY,CON Controller,CON,General Administration & Finance,6,No
1101,Customer Service,BE4,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1102,No Program Defined,XXX,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,Yes
1103,City Capital Projects,BAW,DT GSA - Technology,TIS,General Administration & Finance,6,No
1104,Convention Facilities Program Management,EAD,ADM Gen Svcs Agency-City Admin,ADM,Culture & Recreation,5,No
1105,Crime Control,AC3,JUV Juvenile Probation,JUV,Public Protection,1,No
1106,Community Development,CCA,MYR Mayor,MYR,General Administration & Finance,6,No
1107,No Program Defined,NKEY,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,Yes
1108,Administrative,ADMIN,DPA Police Accountabilty,DPA,Public Protection,1,No
1109,No Program Defined,XXX,JUV Juvenile Probation,JUV,Public Protection,1,Yes
1110,Criminal Justice,CGD,MYR Mayor,MYR,General Administration & Finance,6,No
1111,Governance And Outreach,BK4,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
1112,Capital Programs & Construction,BE7,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1113,Comm Hlth - Prev - Maternal & Child Hlth,DPM,DPH Public Health,DPH,Community Health,4,No
1114,Hetchy Water Operations,BDO,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1115,CHF-Administration,CBA,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1116,Capital,CAP,CPC City Planning,CPC,General Administration & Finance,6,No
1117,Main Program,EEF,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1118,City Capital Projects,BAW,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1119,No Program Defined,XXX,CON Controller,CON,General Administration & Finance,6,Yes
1120,City Administration,FEA,MYR Mayor,MYR,General Administration & Finance,6,No
1121,SFPD-Recruitment And Examination Program,ACU,POL Police,POL,Public Protection,1,No
1122,No Program Defined,XXX,ADM Gen Svcs Agency-City Admin,ADM,Human Welfare & Neighborhood Development,3,Yes
1123,Office Of Strategic Partnerships,FSP,MYR Mayor,MYR,General Administration & Finance,6,No
1124,Child Abduction,AIH,DAT District Attorney,DAT,Public Protection,1,No
1125,Educational Programs,EEV,ART Arts Commission,ART,Culture & Recreation,5,No
1126,Public Education Fund ( Prop H ),CBK,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1127,Workforce Development,CAK,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1128,Office Of Small Business,BK7,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1129,Citywide Radio System,BII,DEM Emergency Management,ECD,Public Protection,1,No
1130,Fire Computer Aided Dispatch,AEA,FIR Fire Department,FIR,Public Protection,1,No
1131,Finance,BCT,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1132,Hetch Hetchy Capital Projects,BCP,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1133,Children and Families Fund,CFC,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1134,Municipal Symphony Concerts,EEQ,ART Arts Commission,ART,Culture & Recreation,5,No
1135,CHF-Mental Health,CBC,DPH Public Health,DPH,Community Health,4,No
1136,Wastewater Operations,BAX,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1137,Juvenile Hall,AKE,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1138,Sheriff Recruitment & Training,AKR,SHF Sheriff,SHF,Public Protection,1,No
1139,No Program Defined,NKEY,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1140,Realignment Services-Post Release Comm.,ARS,ADP Adult Probation,ADP,Public Protection,1,No
1141,Real Property,FDJ,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1142,Central Shops,FDA,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1143,Support Services,AII,DAT District Attorney,DAT,Public Protection,1,No
1144,Work Order Services,AKJ,SHF Sheriff,SHF,Public Protection,1,No
1145,Wastewater Operations,BAX,DT GSA - Technology,TIS,General Administration & Finance,6,No
1146,Golden Gate Park,EAA,ART Arts Commission,ART,Culture & Recreation,5,No
1147,Environment-Outreach,CIU,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1148,Community Arts & Education-General Admin,EEX,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1149,Departmental Services,ASL,SHF Sheriff,SHF,Public Protection,1,No
1150,Children's Baseline,FAL,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1151,Administrative,ADMIN,SHF Sheriff,SHF,Public Protection,1,No
1407,Custody,AFC,FIR Fire Department,FIR,Public Protection,1,No
1152,Access To Services,CID,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1153,Programs With Other Transit Agencies,BEX,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1154,Disaster Recovery,RCVY,SHF Sheriff,SHF,Public Protection,1,No
1155,Juvenile Hall,AKE,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1156,Capital,CAP,DT  GSA - Technology,TIS,General Administration & Finance,6,No
1157,Operating,OPR,PDR Public Defender,PDR,Public Protection,1,No
1158,Public Guardian/Conservator,CIK,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1159,Technology-COIT Funded,TECHC,DT  GSA - Technology,TIS,General Administration & Finance,6,No
1160,Maintenance,MAINT,PUC Public Utilities Commsn,PUC,"Public Works, Transportation & Commerce",2,No
1161,Community Arts & Education,EEO,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1162,Oper & Maint Of Museums,EEC,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1163,Urban Forestry,BA1,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1164,Community Investment,FAB,HRC Human Rights Commission,HRC,Human Welfare & Neighborhood Development,3,No
1165,Maintenance,MAINT,ADM GSA - City Administrator,ADM,General Administration & Finance,6,No
1166,Operating,OPR,CSC Civil Service Commission,CSC,General Administration & Finance,6,No
1167,Disaster Recovery,RCVY,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
1168,SFGH - Acute Care - Hospital,D1H,DPH Public Health,DPH,Community Health,4,No
1169,Public Ed Fund - Prop H ( March 2004 ),CPH,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1170,Administrative,ADMIN,RET Retirement System,RET,General Administration & Finance,6,Yes
1171,Taxpayer Assistance,FCQ,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1172,Departmental Fund Transfer,BZZ,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1173,Fire Prevention,AED,FIR Fire Department,FIR,Public Protection,1,No
1174,Water Quality,BCD,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1175,Maintenance,MAINT,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1176,Disaster Recovery,RCVY,REG Elections,REG,General Administration & Finance,6,No
1177,City Administrator - Administration,FAC,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,Yes
1178,Engineering,BCU,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1179,Senior Escort Service,ACW,POL Police,POL,Public Protection,1,No
1180,No Program Defined,NKEY,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1181,Seniors Independent,CIC,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1182,Engineering,BAA,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1183,County Veterans Services,CIJ,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1184,Moscone Expansion Project,BGP,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1185,Film Services,BFS,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1186,Facilities Mgmt & Operations,FFH,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1187,Workers Compensation,BEU,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1188,Administrative,ADMIN,DT  GSA - Technology,TIS,General Administration & Finance,6,No
1189,Administrative,ADMIN,DAT District Attorney,DAT,Public Protection,1,No
1190,Capital,CAP,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1191,Disaster Recovery,RCVY,WOM Status of Women,WOM,Human Welfare & Neighborhood Development,3,No
1192,Moscone Expansion Project,BGP,CPC City Planning,CPC,General Administration & Finance,6,No
1193,Rent Board,CCC,RNT Rent Arbitration Board,RNT,Human Welfare & Neighborhood Development,3,No
1194,Technology-COIT Funded,TECHC,ADM GSA - City Administrator,ADM,General Administration & Finance,6,No
1195,Administration & Support Services,AAD,FIR Fire Department,FIR,Public Protection,1,No
1196,Facilities & Equipment,ASP,SHF Sheriff,SHF,Public Protection,1,No
1197,Water Supply & Power Operations,BCB,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1198,Children's Baseline,FAL,MYR Mayor,MYR,General Administration & Finance,6,No
1199,Operations & Maintenance,EED,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1200,Operations,BAK,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1201,No Program Defined,NKEY,REG Elections,REG,General Administration & Finance,6,No
1202,Risk Management / General,FCT,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1203,Earthquake Safety Program,BA8,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1204,Technology-COIT Funded,TECHC,MYR Mayor,MYR,General Administration & Finance,6,No
1205,No Program Defined,BXX,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1206,Administrative,ADMIN,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1207,Class And Compensation,FH1,HRD Human Resources,HRD,General Administration & Finance,6,No
1208,Disaster Recovery,RCVY,HOM Homelessness Services,HOM,Human Welfare & Neighborhood Development,3,No
1209,Management Information,BCS,DT GSA - Technology,TIS,General Administration & Finance,6,No
1210,Community Investment,FAB,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1211,No Program Defined,NKEY,CRT Superior Court,CRT,Public Protection,1,No
1212,Rec & Park Administration,EIA,ART Arts Commission,ART,Culture & Recreation,5,No
1213,Urban Forestry,BA1,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1214,Water Quality,BCD,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
